Observer,Date,Site,Depth_m,Genus,Species,Percent_bleached,Percent_VN_dead,Percent_N_dead,Orientation,Note,Habitat,Percent_mortality,SizeStandardized,Percent_healthy,Percent_impact
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,10,30,60,B,NA,OR,90,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,10,20,70,B,NA,OR,90,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,T,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,20,20,50,B,NA,OR,70,10-29 cm,10,90
DB,7/9/19,LTER2,10,Pocillopora,NA,40,30,30,B,NA,OR,60,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,15,B,NA,OR,15,10-29 cm,85,15
DB,7/9/19,LTER2,10,Pocillopora,NA,10,20,70,B,NA,OR,90,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,80,20,0,B,NA,OR,20,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,70,20,10,B,NA,OR,30,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,30,30,20,B,NA,OR,50,10-29 cm,20,80
DB,7/9/19,LTER2,10,Pocillopora,NA,20,60,20,B,NA,OR,80,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,30,50,20,B,NA,OR,70,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,30,20,50,B,NA,OR,70,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,20,20,60,B,NA,OR,80,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,40,0,0,B,NA,OR,0,10-29 cm,60,40
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,S,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,20,10,70,T,NA,OR,80,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,30,20,50,T,NA,OR,70,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,50,20,30,T,NA,OR,50,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,10,B,NA,OR,10,10-29 cm,90,10
DB,7/9/19,LTER2,10,Pocillopora,NA,30,30,30,B,NA,OR,60,10-29 cm,10,90
DB,7/9/19,LTER2,10,Pocillopora,NA,30,20,50,B,NA,OR,70,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,30,20,50,B,NA,OR,70,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,T,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,50,20,30,B,NA,OR,50,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,30,30,40,B,NA,OR,70,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,30,30,40,B,NA,OR,70,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,10,20,0,B,NA,OR,20,10-29 cm,70,30
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,50,50,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,30,10,30,B,NA,OR,40,10-29 cm,30,70
DB,7/9/19,LTER2,10,Pocillopora,NA,30,20,50,B,NA,OR,70,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,50,0,0,B,NA,OR,0,5-9 cm,50,50
DB,7/9/19,LTER2,10,Pocillopora,NA,10,0,20,S,NA,OR,20,30+ cm,70,30
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,S,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,10,20,B,NA,OR,30,30+ cm,70,30
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,S,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,80,B,NA,OR,80,10-29 cm,20,80
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,T,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,T,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,30,20,50,B,NA,OR,70,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,50,0,0,B,NA,OR,0,10-29 cm,50,50
DB,7/9/19,LTER2,10,Pocillopora,NA,10,0,80,B,NA,OR,80,10-29 cm,10,90
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,10,40,50,B,NA,OR,90,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,10,10,80,B,NA,OR,90,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,90,0,10,B,NA,OR,10,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,10,0,90,B,NA,OR,90,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,10,0,90,B,NA,OR,90,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,10,30,60,B,NA,OR,90,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,10,20,40,B,NA,OR,60,10-29 cm,30,70
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,0,T,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Pocillopora,NA,30,30,40,B,NA,OR,70,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Pocillopora,NA,30,0,10,B,NA,OR,10,30+ cm,60,40
DB,7/9/19,LTER2,10,Pocillopora,NA,0,20,60,B,NA,OR,80,10-29 cm,20,80
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,5,0,0,B,NA,OR,0,10-29 cm,95,5
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,5,B,NA,OR,5,10-29 cm,95,5
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,S,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,S,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,S,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,10,60,15,B,NA,OR,75,10-29 cm,15,85
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,T,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,T,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,5,B,NA,OR,5,10-29 cm,95,5
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,5,B,NA,OR,5,10-29 cm,95,5
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,10,B,NA,OR,10,10-29 cm,90,10
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,100,S,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,30,0,0,B,NA,OR,0,10-29 cm,70,30
DB,7/9/19,LTER2,17,Pocillopora,NA,20,0,0,B,NA,OR,0,5-9 cm,80,20
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,80,5,0,B,NA,OR,5,30+ cm,15,85
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,17,Pocillopora,NA,100,0,0,T,NA,OR,0,5-9 cm,0,100
DB,7/9/19,LTER2,17,Pocillopora,NA,0,0,25,B,NA,OR,25,10-29 cm,75,25
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/13/19,LTER3,5,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
